	fold_change_in_r_due_to_P	rate1	affinity1	rate2	affinity2
122	61.69346733668342	4.949963817648086	1.0002187355056198	190.75940822173698	0.9997651022805979
123	62.19095477386934	4.949963817648086	1.0002187355056198	191.7078669039973	0.9997627891170672
124	62.688442211055275	4.949963817648086	1.0002187355056198	192.65052573597643	0.9997604930834796
125	63.185929648241206	4.949963817648086	1.0002187355056198	193.58743789094856	0.9997581970817244
126	63.68341708542714	4.949963817648086	1.0002187355056198	194.51865411967512	0.9997559157171756
127	64.18090452261306	4.949963817648086	1.0002187355056198	195.44422738310683	0.9997536747274979
128	64.678391959799	4.949963817648086	1.0002187355056198	196.36420966228079	0.9997514405098405
129	65.17587939698493	4.949963817648086	1.0002187355056198	197.27865277328246	0.9997491469350024
130	65.67336683417085	4.949963817648086	1.0002187355056198	198.18759917656678	0.9997469933799058
131	66.17085427135679	4.949963817648086	1.0002187355056198	199.0911061177731	0.9997448052940912
132	66.66834170854271	4.949963817648086	1.0002187355056198	199.98922051162094	0.9997425837267615
133	67.16582914572864	4.949963817648086	1.0002187355056198	200.88198558460545	0.9997404289324288
134	67.66331658291458	4.949963817648086	1.0002187355056198	201.76945784263535	0.9997382456073408
135	68.1608040201005	4.949963817648086	1.0002187355056198	202.6516785593787	0.9997360909638382
136	68.65829145728642	4.949963817648086	1.0002187355056198	203.52869205591395	0.999733968533311
137	69.15577889447236	4.949963817648086	1.0002187355056198	204.40055021059078	0.9997318429589664
138	69.65326633165829	4.949963817648086	1.0002187355056198	205.267294502346	0.9997297169305652
139	70.15075376884423	4.949963817648086	1.0002187355056198	206.12897170495006	0.9997276043154525
140	70.64824120603015	4.949963817648086	1.0002187355056198	206.98562376493533	0.999725505072665
141	71.14572864321607	4.949963817648086	1.0002187355056198	207.83729631083338	0.9997234291222363
142	71.64321608040201	4.949963817648086	1.0002187355056198	208.68403283905607	0.9997213513447385
143	72.14070351758794	4.949963817648086	1.0002187355056198	209.5258741370673	0.999719288246063
144	72.63819095477386	4.949963817648086	1.0002187355056198	210.3628650819623	0.9997172592152005
145	73.1356783919598	4.949963817648086	1.0002187355056198	211.19504560007752	0.9997152495431022
146	73.63316582914572	4.949963817648086	1.0002187355056198	212.02245587181966	0.9997132392945768
147	74.13065326633166	4.949963817648086	1.0002187355056198	212.84514238490237	0.9997112139994178
148	74.62814070351759	4.949963817648086	1.0002187355056198	213.66313939144584	0.9997092276299318
149	75.12562814070351	4.949963817648086	1.0002187355056198	214.4764906381246	0.9997072307124764
150	75.62311557788945	4.949963817648086	1.0002187355056198	215.28523398190856	0.9997052569570813
151	76.12060301507537	4.949963817648086	1.0002187355056198	216.08940735151808	0.9997032963265463
152	76.6180904522613	4.949963817648086	1.0002187355056198	216.88905043365742	0.9997013539555977
153	77.11557788944724	4.949963817648086	1.0002187355056198	217.6842017774409	0.9996994321217535
154	77.61306532663316	4.949963817648086	1.0002187355056198	218.4749007409887	0.9996975093864505
155	78.1105527638191	4.949963817648086	1.0002187355056198	219.26118103799163	0.9996955621226085
156	78.60804020100502	4.949963817648086	1.0002187355056198	220.04308413524367	0.9996936492040646
