	R	rate1	rate2	rate2/rate1
92	204.90746898158483	85.02258943509345	476.76848352786544	5.6075507308776125
93	217.11179456945052	89.18329891280744	478.153171047848	5.361465396288243
94	230.0430119772919	93.50174278823572	479.1648412665517	5.124662139739707
95	243.74441501222216	97.97942136688326	480.2841429224149	4.901887929343799
96	258.2618760682677	102.6173967436146	481.43704541120024	4.691573365616077
97	273.6439997074672	107.41625817565627	482.3719904548537	4.490679517676344
98	289.9422853882878	112.37607064311658	483.3237074997814	4.300948633759572
99	307.21129988617594	117.49635669634706	484.231292610132	4.1212451707039754
100	325.508859983506	122.77604304597736	485.0635785220381	3.9507998994591373
101	344.896226040576	128.21345043958843	485.9051698186693	3.7898143147439742
102	365.4383070957258	133.80624562110407	486.6661731997328	3.637096093240772
103	387.20387818125573	139.5514303455055	487.3888160479347	3.492539021930791
104	410.26581058271944	145.445316213681	488.09674434489466	3.355878051293225
105	434.7013158125026	151.4835118171004	488.7405219152842	3.2263611798582037
106	460.5922041145108	157.66091370083984	489.36917173492463	3.1039346420603535
107	488.02515836544336	163.97170360447467	489.94498475987893	2.9879849631964714
108	517.092024289676	170.40935583446006	490.50817042325895	2.878411035716554
109	547.8901179593945	176.96664773323306	491.0246173275049	2.7746732145126916
110	580.5225516094902	183.63567371954213	491.52718491633823	2.6766432412638075
111	615.0985788580505	190.40788036150752	491.9955566376249	2.5839033326957077
112	651.7339604882427	197.27409928762162	492.43843439174884	2.4962143341168352
113	690.5513520162331	204.22458555004297	492.8571460537434	2.413309566653395
114	731.68071434272	211.24906548220682	493.25296872205513	2.33493562490387
115	775.2597488629465	218.33680123056746	493.62712453090876	2.2608516830363836
116	821.434358491943	225.47664432435297	493.98077087826977	2.1908289985355105
117	870.3591361485165	232.65710584787766	494.31499994610357	2.124650343881224
118	922.1978823334332	239.86643316891642	494.63086178928364	2.0621095467783084
119	977.1241535346502	247.09267648787747	494.92933537413	2.0030109447554247
120	1035.3218432956626	254.32377901033453	495.2113665220906	1.947168953092536
121	1096.985797892384	261.54764695785906	495.4778282169382	1.8944075161065024
122	1162.322468679853	268.75223763324504	495.7295844306336	1.844559839933817
123	1231.550603292826	275.9256356082549	495.9674234326103	1.797467721110044
124	1304.9019780144029	283.05613168051195	496.19210013661166	1.752981280393771
125	1382.6221737646563	290.13230003157406	496.4043337543274	1.7109585306437978
126	1464.9713983072863	297.14306785255684	496.6048055033834	1.6712649872410954
127	1552.225357427048	304.0777808367382	496.7941523521326	1.6337732766435353
128	1644.6761779946644	310.92627018692986	496.9729927842286	1.5983628288643699
129	1742.6333860096508	317.67889668361187	497.14189375129473	1.5649194798306565
130	1846.4249428955445	324.32661043292114	497.30141513964907	1.533335221787185
131	1956.3983435170649	330.860984873194	497.4520563967157	1.503507754434599
132	2072.921779595372	337.27424104011226	497.59431430669855	1.4753404018408844
133	2196.385372416547	343.5593023185532	497.72865107677234	1.4487415934244479
134	2327.2024789604097	349.70977368612984	497.8554980517597	1.4236247754933868
135	2465.811075822604	355.71997838293623	497.97527891080983	1.399908099552211
136	2612.675225563329	361.58495201662276	498.0883815566252	1.3775141326504294
137	2768.2866303920664	367.30044924724086	498.1951693870074	1.3563696162311454
138	2933.1662783900456	372.86290969771136	498.296002890727	1.3364053917154355
139	3107.866187782014	378.2694690938299	498.39119759074936	1.3175559708391988
140	3292.9712550971512	383.51793216341247	498.48107361323355	1.299759494429159
141	3489.1012134067737	388.6067322719985	498.565929205719	1.2829575192659206
142	3696.9127071950284	393.5349228496006	498.64604871942623	1.2670947856640324
143	3917.1014908092607	398.30212722942304	498.72168175988537	1.2521190515074012
144	4150.404757850477	402.9085296049302	498.7930876665424	1.237980958496042
145	4397.603609302721	407.35480570733154	498.8604962138015	1.2246338799110996
146	4659.525668664682	411.64210405029604	498.9241328420004	1.2120337738363127
147	4937.047852839004	415.77201898350506	498.98420294715277	1.200138970792426
148	5231.099308056264	419.7465159423333	499.04091870947013	1.1889102106997136
149	5542.664520663107	423.56793740726613	499.09444937894085	1.1783102669054362
150	5872.7866131894825	427.2389203785878	499.1449863816854	1.1683041094181674
151	6222.570836730231	430.76240103531694	499.19269018923245	1.15885854705389
152	6593.188271333548	434.1415446463135	499.2377195348887	1.1499422842419003
153	6985.879746785249	437.3797311833279	499.28023076713924	1.1415257616450125
154	7401.959996915644	440.81922167147445	499.32035468401625	1.1327100319961556
155	7842.822061337682	443.86741439273493	499.3582286704592	1.1250166434353883
156	8309.941949353395	446.5476180289729	499.3939827594392	1.1183442987866021
157	8804.883581643464	448.9960114187767	499.4277275332264	1.1123210782097845
158	9329.304026284686	451.9885676866359	499.4595792181887	1.1050270182153468
159	9884.959046625587	454.6508190509762	499.48964886142426	1.098622564683911
160	10473.708979594508	457.44049355016756	499.51802659133455	1.0919847141528853
161	11097.524964120721	459.78367261376985	499.54480817042986	1.0864779197804624
162	11758.495540521582	461.5491304651016	499.5700973863568	1.082376857438647
163	12458.833642950081	463.56970599426404	499.59396934294705	1.0777105640917977
164	13200.884008314195	465.7324470307885	499.61648993625346	1.0727543101656067
165	13987.131026472387	466.63031737429964	499.63776183602454	1.070735747834508
166	14820.2070579886	468.5016268550528	499.65783371150803	1.0665018114570912
167	15702.901247293776	470.1723901325381	499.6767739445129	1.0627522679578392
168	16638.168860761307	471.89469984274376	499.69464534688365	1.0589113323658945
169	17629.14118095948	473.6408269772146	499.71151076845524	1.0550431514901792
170	18679.135990207847	474.58526563060354	499.7274593294109	1.0529771898109812
171	19791.668678535574	475.9448972864383	499.74247971590665	1.0500007092525803
172	20970.46401323235	477.3214169748017	499.75667331373694	1.0470024087356624
173	22219.468609395237	478.5167127161469	499.77006616584237	1.0444150703306843
174	23542.864143224204	479.6207608756105	499.7827203439985	1.0420372951153736
175	24945.081352303165	480.71486571826586	499.7946281741091	1.0396903940703706
176	26430.814869741083	481.76577748465587	499.8059201883504	1.0374458783641374
177	28005.03894183631	482.7664291678469	499.8165191793022	1.035317472345467
178	29673.024081888725	483.6926425203917	499.82656354162214	1.033355729657497
179	31440.354715915	484.56421924147014	499.83602437433524	1.0315165761862717
180	33312.94787934677	485.42199653687163	499.8449646338956	1.0297122260629332
181	35297.0730273065	486.20679364770314	499.85338713513494	1.0280674677230444
182	37399.373024788016	486.97283434632516	499.86134771950645	1.0264665962126651
183	39626.88638701478	487.67007683364017	499.86886544932815	1.0250144292118406
184	41987.07084443914	488.3625947249703	499.8759467341923	1.0235754173918787
185	44487.82831127585	489.0020952705418	499.88264856900497	1.0222505249030547
186	47137.53134116729	489.60719741300903	499.8889818451853	1.0210000679861393
187	49945.0511585514	490.17965527334496	499.89495877555913	1.0198198831748668
188	52919.78735958447	490.7110880273687	499.9005750571832	1.0187268787154489
189	56071.69938205458	491.2258366846358	499.9058839797733	1.0176701766212473
190	59411.3398496504	491.71769135711537	499.9108802512249	1.0166623837989168
191	62949.88990221888	492.1757010290304	499.915623807954	1.0157259343822564
192	66699.19663030129	492.6087431067839	499.9201115324258	1.014842141005315
193	70671.81273927492	493.0181492671432	499.9243212690397	1.014007946790929
194	74881.03857590031	493.4051609694372	499.928254969303	1.0132205629690807
195	79340.96665797492	493.7709843105939	499.9320050851673	1.0124774864670825
196	84066.52885618334	494.116736033429	499.9355797146718	1.0117762529720287
197	89073.5463861044	494.4434936892599	499.938911628855	1.0111143497886712
198	94378.7827777539	494.75228470811624	499.9420711552624	1.0104896664604752
199	100000.0	495.0440698028978	500.21145274342615	1.0104382281411546
